sample	chr	startpos	endpos	nProbesCr	nProbesAf	logR	baf	nMajor	nMinor	purifiedLogR	purifiedLoh
patient3_p2	chr19	46214451	50450150	3159	2077	-0.42	0.066	2	0	-0.468	0.983
patient3_p2	chr19	50450151	50518150	45	6	0.14	0.472	2	2	0.153	0.06
patient3_p2	chr19	50518151	51258150	558	553	-0.43	0.064	2	0	-0.478	0.986
patient3_p2	chr19	51258151	51276150	18	10	0.125	0.428	2	1	0.137	0.157
patient3_p2	chr19	51276151	52640150	1179	766	-0.463	0.071	2	0	-0.516	0.975
patient3_p2	chr19	52640151	54541400	1461	1607	0.093	0.361	2	1	0.101	0.303
patient3_p2	chr19	54541401	55296400	490	343	-0.435	0.071	2	0	-0.484	0.972
patient3_p2	chr19	55296401	58520400	2742	2342	0.101	0.365	2	1	0.11	0.294
patient3_p2	chr19	58521401	58538400	15	6	-0.462	0.204	2	0	-0.515	0.673
patient3_p2	chr20	67651	24304650	22289	14454	0.437	0.497	2	2	0.473	0.007
patient3_p2	chr20	24304651	26354650	1706	1198	0.205	0.418	2	1	0.223	0.178
patient3_p2	chr20	26354651	26363650	9	0	-1.043	NA	NA	NA	-1.196	NA
patient3_p2	chr20	28916651	35414750	4395	2102	0.446	0.489	2	2	0.482	0.023
patient3_p2	chr20	35415751	35612750	160	0	1.018	NA	NA	NA	1.086	NA
patient3_p2	chr20	35612751	37178750	1291	213	0.472	0.49	2	2	0.51	0.021
patient3_p2	chr20	37178751	49716950	11439	6801	-0.445	0.062	2	0	-0.496	0.994
patient3_p2	chr20	49716951	49814950	88	128	1.002	0.344	4	2	1.069	0.326
patient3_p2	chr20	49814951	50878950	938	430	1.454	0.252	7	2	1.538	0.512
patient3_p2	chr20	50878951	51122950	229	79	1.008	0.341	4	2	1.075	0.333
patient3_p2	chr20	51122951	51215950	87	85	-0.445	0.078	2	0	-0.496	0.956
patient3_p2	chr20	51215951	51285950	66	51	1.017	0.342	4	2	1.085	0.33
patient3_p2	chr20	51285951	51960950	606	461	0.471	0.493	2	2	0.509	0.015
patient3_p2	chr20	51961951	62227950	9422	6435	-0.452	0.062	2	0	-0.504	0.995
patient3_p2	chr20	62227951	62285950	52	9	0.106	0.124	3	0	0.115	0.818
patient3_p2	chr20	62285951	64284950	1746	1140	-0.398	0.061	2	0	-0.442	0.991
patient3_p2	chr21	12965551	14763800	1135	1064	-0.032	0.046	3	0	-0.034	0.997
patient3_p2	chr21	14763801	14902800	131	158	0.278	0.041	4	0	0.302	0.988
patient3_p2	chr21	14902801	16712800	1685	665	0.023	0.044	3	0	0.026	0.997
patient3_p2	chr21	16712801	18062800	1201	774	-0.271	0.057	2	0	-0.3	0.989
patient3_p2	chr21	18062801	19156800	1006	1064	-0.488	0.066	2	0	-0.545	0.989
patient3_p2	chr21	19156801	19174800	16	14	-1.184	0.24	1	0	-1.37	0.648
patient3_p2	chr21	19174801	31969800	11915	8480	-0.491	0.065	2	0	-0.548	0.992
patient3_p2	chr21	31969801	46681650	12743	9366	0.079	0.044	3	0	0.086	0.992
patient3_p2	chr22	10684001	15948150	48	5	0.11	0.485	2	2	0.12	0.034
patient3_p2	chr22	16022151	50781650	28800	19584	-0.448	0.06	2	0	-0.498	0.999
patient3_p2	chrX	331051	72177250	57545	19738	-1.306	0.108	1	0	-1.524	0.997
patient3_p2	chrX	72180251	72267250	80	3	-0.449	0.35	1	1	-0.5	0.341
patient3_p2	chrX	72267251	89200450	14397	5964	-1.318	0.106	1	0	-1.539	1.004
patient3_p2	chrX	89214151	155983250	55106	18978	-1.318	0.107	1	0	-1.538	1.004
patient3_p3	chr1	794251	6344500	4732	4189	-0.397	0.074	2	0	-0.453	0.992
patient3_p3	chr1	6344501	6666500	273	83	0.142	0.051	3	0	0.158	0.993
patient3_p3	chr1	6666501	22420500	12592	8836	-0.423	0.074	2	0	-0.483	0.994
patient3_p3	chr1	22420501	32595500	8686	4828	-1.225	0.13	1	0	-1.476	0.987
patient3_p3	chr1	32596501	32715500	103	28	-0.422	0.492	1	1	-0.482	0.02
patient3_p3	chr1	32715501	32766500	39	13	0.086	0.36	2	1	0.096	0.312
patient3_p3	chr1	32766501	35822500	2737	959	-0.437	0.49	1	1	-0.499	0.023
patient3_p3	chr1	35822501	36246500	355	165	0.101	0.36	2	1	0.113	0.311
patient3_p3	chr1	36246501	97735150	56075	31552	-0.47	0.496	1	1	-0.538	0.01
patient3_p3	chr1	97736151	97748150	12	0	-1.561	NA	NA	NA	-1.943	NA
patient3_p3	chr1	97748151	101325150	3359	2040	-0.483	0.494	1	1	-0.553	0.013
patient3_p3	chr1	101325151	180508650	45924	26958	0.044	0.352	2	1	0.05	0.33
patient3_p3	chr1	180508651	201813900	19463	11750	0.239	0.299	3	1	0.265	0.441
patient3_p3	chr1	201813901	202605900	690	296	0.634	0.451	3	2	0.694	0.105
patient3_p3	chr1	202605901	228396750	23254	12776	0.275	0.3	3	1	0.305	0.439
patient3_p3	chr1	228396751	228555750	144	107	0.787	0.217	4	1	0.857	0.603
patient3_p3	chr1	228646751	248930600	18162	13503	0.259	0.301	3	1	0.287	0.436
patient3_p3	chr2	12001	49305450	45216	31959	0.036	0.35	2	1	0.04	0.335
patient3_p3	chr2	49306451	49317450	11	1	-1.433	0.481	0	0	-1.76	0.053
patient3_p3	chr2	49317451	76946750	25314	16158	0.035	0.349	2	1	0.04	0.337
patient3_p3	chr2	76946751	96342650	11395	6736	0.4	0.493	2	2	0.442	0.015
patient3_p3	chr2	96342651	96551650	180	7	0.742	0.489	3	3	0.81	0.024
patient3_p3	chr2	96551651	242110100	131009	71268	0.407	0.498	2	2	0.448	0.005
patient3_p3	chr3	12351	21453850	19781	14291	0.03	0.348	2	1	0.033	0.34
patient3_p3	chr3	21453851	21481850	28	27	-0.524	0.484	1	1	-0.601	0.038
patient3_p3	chr3	21481851	65974050	40520	21873	0.042	0.35	2	1	0.047	0.334
patient3_p3	chr3	65975051	67175950	1102	984	0.431	0.27	3	1	0.474	0.5
patient3_p3	chr3	67175951	91515850	21621	12737	-0.002	0.351	2	1	-0.002	0.333
patient3_p3	chr3	93768201	112820350	17471	12707	0.689	0.408	3	2	0.753	0.196
patient3_p3	chr3	112821351	113446350	577	513	1	0.341	4	2	1.083	0.335
patient3_p3	chr3	113446351	194754650	74362	45038	0.704	0.408	3	2	0.769	0.196
patient3_p3	chr3	194754651	198098650	2531	1690	0.756	0.407	3	2	0.825	0.199
patient3_p3	chr4	137201	41199950	37380	28465	-0.479	0.074	2	0	-0.548	1
patient3_p3	chr4	41199951	41312950	102	92	-0.116	0.078	3	0	-0.131	0.955
patient3_p3	chr4	41312951	52707850	8051	4584	-0.494	0.078	2	0	-0.566	0.994
patient3_p3	chr4	52707851	52724850	15	1	0.347	0.484	2	2	0.383	0.034
patient3_p3	chr4	52724851	109601350	52168	33507	-0.494	0.076	2	0	-0.566	0.998
patient3_p3	chr4	109601351	109794350	175	127	0.059	0.064	3	0	0.066	0.971
patient3_p3	chr4	109794351	168730050	54287	36650	-0.499	0.075	2	0	-0.572	1
patient3_p3	chr4	168730051	168824050	86	123	0.407	0.041	4	0	0.449	0.998
patient3_p3	chr4	168825051	190037450	19368	14215	-0.501	0.078	2	0	-0.575	0.995
patient3_p3	chr5	43851	18831200	17032	13965	0.026	0.35	2	1	0.029	0.334
patient3_p3	chr5	18831201	18866200	31	0	-1.532	NA	NA	NA	-1.902	NA
patient3_p3	chr5	18866201	69532250	42901	26623	0.015	0.352	2	1	0.016	0.33
patient3_p3	chr5	71365251	128897950	52848	29597	-0.489	0.494	1	1	-0.56	0.014
patient3_p3	chr5	128897951	129011950	107	81	0.016	0.368	2	1	0.018	0.295
patient3_p3	chr5	129011951	138268150	8448	5245	-0.466	0.49	1	1	-0.533	0.023
patient3_p3	chr5	138272151	138781150	424	161	0.425	0.276	3	1	0.468	0.487
patient3_p3	chr5	138781151	159023150	18585	10362	-0.463	0.493	1	1	-0.53	0.017
patient3_p3	chr5	159023151	159149150	116	70	0.039	0.339	2	1	0.043	0.359
patient3_p3	chr5	159149151	179651350	18154	13450	-0.47	0.496	1	1	-0.538	0.01
patient3_p3	chr5	179658351	179690350	21	18	-1.224	0.235	1	0	-1.474	0.705
patient3_p3	chr5	179691351	181172350	1250	831	-0.447	0.493	1	1	-0.511	0.016
patient3_p3	chr6	148001	12044550	10773	8416	0.715	0.405	3	2	0.78	0.202
patient3_p3	chr6	12044551	43602250	28149	20567	0.422	0.485	2	2	0.464	0.033
patient3_p3	chr6	43603251	44043250	403	191	0.868	0.368	4	2	0.944	0.279
patient3_p3	chr6	44079751	68574400	20519	14846	0.375	0.497	2	2	0.414	0.006
patient3_p3	chr6	68574401	69813400	1143	933	-0.501	0.076	2	0	-0.574	0.999
patient3_p3	chr6	69813401	70760400	877	297	0.031	0.055	3	0	0.035	0.995
patient3_p3	chr6	70760401	119107550	44538	28184	-0.49	0.074	2	0	-0.561	1.002
patient3_p3	chr6	119107551	119124550	15	1	-1.307	0.478	1	0	-1.586	0.06
patient3_p3	chr6	119124551	149092550	27828	16027	-0.5	0.078	2	0	-0.573	0.995
patient3_p3	chr6	149092551	149417550	301	337	0.024	0.06	3	0	0.027	0.983
patient3_p3	chr6	149417551	158595550	8438	6317	-0.479	0.076	2	0	-0.548	0.995
patient3_p3	chr6	158595551	159126550	472	564	0.053	0.054	3	0	0.06	0.995
patient3_p3	chr6	159126551	170611150	10349	7986	-0.497	0.075	2	0	-0.57	1.001
patient3_p3	chr7	50351	6822250	5561	4594	0.091	0.352	2	1	0.101	0.328
patient3_p3	chr7	6828251	43584500	33911	24675	0.027	0.351	2	1	0.03	0.333
patient3_p3	chr7	43584501	43592500	8	1	-1.388	0.484	0	0	-1.697	0.046
patient3_p3	chr7	43592501	57410350	12161	9280	0.036	0.349	2	1	0.04	0.338
patient3_p3	chr7	57410351	57418350	8	0	-1.405	NA	NA	NA	-1.72	NA
patient3_p3	chr7	57418351	137274400	65552	36846	0.025	0.351	2	1	0.028	0.332
patient3_p3	chr7	137274401	152739850	13286	8262	0.414	0.271	3	1	0.456	0.498
patient3_p3	chr7	152741851	159333850	5657	4778	0.03	0.353	2	1	0.033	0.328
patient3_p3	chr8	206001	38376050	33169	30095	0.537	0.461	3	2	0.59	0.084
patient3_p3	chr8	38376051	138438550	90260	49825	0.701	0.406	3	2	0.765	0.2
patient3_p3	chr8	138438551	145075350	5888	4037	0.463	0.493	2	2	0.509	0.014
patient3_p3	chr9	14001	69202850	36864	28762	0.025	0.351	2	1	0.028	0.334
patient3_p3	chr9	69203851	75668350	5926	3983	-1.252	0.13	1	0	-1.512	0.993
patient3_p3	chr9	75668351	75765350	93	146	-2.054	0.259	0	0	-2.735	0.864
patient3_p3	chr9	75765351	96621850	18832	13584	-1.23	0.129	1	0	-1.483	0.99
patient3_p3	chr9	96621851	122006350	23310	15716	0.035	0.362	2	1	0.039	0.308
patient3_p3	chr9	122007351	134039350	10618	5761	0.471	0.281	3	1	0.518	0.474
patient3_p3	chr9	134039351	134493250	376	257	1.039	0.188	6	1	1.125	0.658
patient3_p3	chr9	134494251	138212550	3151	2439	0.496	0.276	3	1	0.546	0.485
patient3_p3	chr10	47451	13628450	12311	9579	0.037	0.353	2	1	0.041	0.328
patient3_p3	chr10	13628451	29689450	14593	9285	0.408	0.495	2	2	0.45	0.011
patient3_p3	chr10	29689451	30204450	456	289	0.704	0.419	3	2	0.769	0.173
patient3_p3	chr10	30204451	133622150	89534	55226	0.415	0.498	2	2	0.457	0.003
patient3_p3	chr11	197251	68072150	57523	40251	0.046	0.053	3	0	0.051	0.997
patient3_p3	chr11	68072151	68504150	360	157	0.519	0.041	5	0	0.57	0.992
patient3_p3	chr11	68504151	135075250	60830	35021	0.038	0.053	3	0	0.042	0.997
patient3_p3	chr12	78551	32260600	28607	18839	-0.465	0.494	1	1	-0.531	0.013
patient3_p3	chr12	32260601	32802600	483	487	0.051	0.349	2	1	0.057	0.336
patient3_p3	chr12	32802601	46871350	10604	7718	-0.487	0.483	1	1	-0.558	0.04
patient3_p3	chr12	46871351	56499350	8415	3952	-0.436	0.49	1	1	-0.498	0.022
patient3_p3	chr12	56499351	133248950	69733	40649	0.033	0.35	2	1	0.037	0.335
patient3_p3	chr13	18455101	32252100	12380	9497	0.04	0.352	2	1	0.045	0.33
patient3_p3	chr13	32252101	32312100	55	6	0.452	0.49	2	2	0.498	0.021
patient3_p3	chr13	32312101	114351950	75661	48129	0.02	0.349	2	1	0.022	0.337
patient3_p3	chr14	19960301	55423750	31672	21393	0.41	0.497	2	2	0.452	0.007
patient3_p3	chr14	55423751	56084750	604	608	0.731	0.411	3	2	0.798	0.191
patient3_p3	chr14	56085751	69020850	11878	7126	0.431	0.495	2	2	0.475	0.011
patient3_p3	chr14	69020851	106883450	33985	19274	0.054	0.352	2	1	0.06	0.331
patient3_p3	chr15	17034751	40652200	14651	10333	-0.176	0.062	3	0	-0.199	0.996
patient3_p3	chr15	40653201	40964200	269	2	0.152	0.485	2	2	0.17	0.033
patient3_p3	chr15	40964201	41157200	166	1	-0.119	0.487	1	1	-0.134	0.029
patient3_p3	chr15	41158201	101887550	54036	33631	-0.459	0.074	2	0	-0.525	0.999
patient3_p3	chr16	17001	34636850	25224	19172	-0.445	0.076	2	0	-0.509	0.993
patient3_p3	chr16	34636851	90100000	39610	29646	-0.866	0.099	2	0	-1.015	0.996
patient3_p3	chr17	387901	43227200	31648	18674	-0.445	0.075	2	0	-0.509	0.994
patient3_p3	chr17	43324051	49975300	4979	2682	0.089	0.051	3	0	0.099	0.998
patient3_p3	chr17	49975301	55267050	4890	3749	0.413	0.042	4	0	0.455	0.996
patient3_p3	chr17	55267051	56365050	1022	598	0.721	0.035	5	0	0.787	0.994
patient3_p3	chr17	56365051	83204050	23556	15107	0.442	0.041	4	0	0.486	0.995
patient3_p3	chr18	64351	14280250	12953	9922	-0.468	0.495	1	1	-0.536	0.011
patient3_p3	chr18	14280251	20961050	652	442	-0.605	0.491	1	1	-0.698	0.021
patient3_p3	chr18	20961051	80257250	54507	33288	-0.491	0.495	1	1	-0.563	0.012
patient3_p3	chr19	270951	6462950	4765	3590	-0.382	0.078	2	0	-0.435	0.982
patient3_p3	chr19	6462951	9514250	2261	2040	1.363	0.269	6	2	1.465	0.483
patient3_p3	chr19	9514251	10859250	1043	439	2.084	0.169	12	2	2.21	0.679
patient3_p3	chr19	10859251	11349250	390	320	0.737	0.425	3	2	0.804	0.16
patient3_p3	chr19	11349251	11820250	380	169	1.078	0.33	5	2	1.166	0.359
patient3_p3	chr19	11820251	11912250	82	109	0.666	0.427	3	2	0.729	0.156
patient3_p3	chr19	11912251	14841250	2269	1355	0.266	0.432	2	2	0.295	0.148
patient3_p3	chr19	14841251	15965250	924	804	0.628	0.442	3	2	0.687	0.124
patient3_p3	chr19	15965251	17366250	1141	803	0.142	0.367	2	1	0.158	0.294
patient3_p3	chr19	17368251	18234250	642	488	0.95	0.367	4	2	1.03	0.282
patient3_p3	chr19	18234251	18623250	317	163	0.673	0.442	3	2	0.736	0.124
patient3_p3	chr19	18623251	21343500	2221	2417	0.909	0.362	4	2	0.987	0.292
patient3_p3	chr19	21343501	27433150	2633	1526	0.57	0.443	3	2	0.626	0.123
patient3_p3	chr19	27433151	28069150	601	111	0.223	0.416	2	1	0.247	0.186
patient3_p3	chr19	28069151	28613150	502	507	-0.475	0.082	2	0	-0.544	0.983
patient3_p3	chr19	28613151	29926150	1164	906	0.27	0.437	2	2	0.299	0.139
patient3_p3	chr19	29926151	30358150	387	52	-0.446	0.087	2	0	-0.51	0.967
patient3_p3	chr19	30358151	30815150	412	42	0.206	0.408	2	1	0.229	0.202
patient3_p3	chr19	30817151	31458150	599	314	0.649	0.408	3	2	0.71	0.197
patient3_p3	chr19	31458151	33718150	2024	1321	0.262	0.428	2	2	0.291	0.158
patient3_p3	chr19	33718151	34167150	392	294	0.728	0.42	3	2	0.795	0.17
patient3_p3	chr19	34168151	41171300	5621	3551	0.295	0.434	2	2	0.327	0.145
patient3_p3	chr19	41171301	43049300	1314	334	-0.405	0.078	2	0	-0.462	0.982
patient3_p3	chr19	43049301	46214450	2424	1801	0.295	0.431	2	2	0.326	0.152
patient3_p3	chr19	46214451	50449150	3158	2077	-0.385	0.072	2	0	-0.439	0.994
patient3_p3	chr19	50449151	50517150	45	4	0.261	0.49	2	2	0.289	0.022
patient3_p3	chr19	50517151	51258150	559	555	-0.411	0.075	2	0	-0.469	0.99
patient3_p3	chr19	51258151	51276150	18	10	0.231	0.482	2	2	0.256	0.04
patient3_p3	chr19	51276151	52641150	1180	766	-0.44	0.079	2	0	-0.502	0.984
patient3_p3	chr19	52641151	54541400	1460	1607	0.22	0.411	2	1	0.245	0.196
patient3_p3	chr19	54541401	55296400	490	343	-0.414	0.082	2	0	-0.472	0.975
patient3_p3	chr19	55296401	58519400	2741	2342	0.231	0.414	2	1	0.257	0.188
patient3_p3	chr19	58519401	58538400	16	6	-0.416	0.191	2	0	-0.474	0.721
patient3_p3	chr20	67651	35411750	28398	17754	0.416	0.497	2	2	0.458	0.006
patient3_p3	chr20	35413751	35612750	161	0	1.008	NA	NA	NA	1.092	NA
patient3_p3	chr20	35612751	37178750	1291	213	0.469	0.492	2	2	0.516	0.018
patient3_p3	chr20	37178751	46491750	8552	4573	-0.452	0.075	2	0	-0.517	0.996
patient3_p3	chr20	46491751	46638750	138	75	-0.135	0.069	3	0	-0.152	0.977
patient3_p3	chr20	46638751	49716950	2749	2153	-0.426	0.076	2	0	-0.487	0.989
patient3_p3	chr20	49716951	49814950	88	128	1.013	0.339	4	2	1.097	0.34
patient3_p3	chr20	49814951	50878950	938	430	1.432	0.252	7	2	1.537	0.516
patient3_p3	chr20	50878951	51121950	228	76	1.004	0.343	4	2	1.088	0.332
patient3_p3	chr20	51121951	51215950	88	88	-0.421	0.082	2	0	-0.481	0.976
patient3_p3	chr20	51215951	51285950	66	51	0.991	0.357	4	2	1.074	0.302
patient3_p3	chr20	51285951	51960950	606	461	0.46	0.494	2	2	0.506	0.013
patient3_p3	chr20	51961951	64284950	11220	7584	-0.446	0.075	2	0	-0.51	0.995
patient3_p3	chr21	12965551	31970800	17090	12219	0.005	0.055	3	0	0.005	0.997
patient3_p3	chr21	31970801	46681650	12742	9366	0.433	0.042	4	0	0.477	0.995
patient3_p3	chr22	10684001	15940150	47	5	0.094	0.489	2	2	0.105	0.025
patient3_p3	chr22	15947151	36251000	16259	10981	-0.445	0.076	2	0	-0.509	0.991
patient3_p3	chr22	36251001	50781650	12542	8603	-0.42	0.076	2	0	-0.48	0.989
patient3_p3	chrX	331051	41159250	35376	14167	-1.269	0.132	1	0	-1.535	0.992
patient3_p3	chrX	41159251	41179250	18	0	-0.522	NA	NA	NA	-0.599	NA
patient3_p3	chrX	41179251	72177250	22151	5571	-1.259	0.131	1	0	-1.521	0.99
patient3_p3	chrX	72180251	72267250	80	3	-0.427	0.37	1	1	-0.488	0.303
patient3_p3	chrX	72267251	155983250	69503	24942	-1.282	0.13	1	0	-1.552	0.999
patient3_r1	chr1	794251	22420500	17597	13108	-0.055	0.364	2	0	-0.176	0.897
patient3_r1	chr1	22420501	32594500	8685	4828	-0.281	0.426	1	0	-1.117	0.799
patient3_r1	chr1	32594501	36246500	3235	1165	-0.06	0.481	1	1	-0.192	0.127
patient3_r1	chr1	36246501	97735150	56075	31552	-0.122	0.497	1	1	-0.41	0.022
patient3_r1	chr1	97736151	97748150	12	0	-1.153	NA	NA	NA	-10	NA
patient3_r1	chr1	97748151	101328150	3362	2041	-0.148	0.494	1	1	-0.507	0.046
patient3_r1	chr1	101328151	106848350	4856	3565	-0.034	0.453	2	1	-0.107	0.303
patient3_r1	chr1	106849351	187647650	47653	26465	0.063	0.446	2	1	0.184	0.299
patient3_r1	chr1	187647651	199817900	11066	7263	-0.045	0.45	2	1	-0.141	0.323
patient3_r1	chr1	199817901	228411750	25765	14490	0.065	0.446	2	1	0.19	0.304
patient3_r1	chr1	228411751	248930600	18294	13606	0.051	0.446	2	1	0.15	0.305
patient3_r1	chr2	12001	49305450	45216	31959	0.039	0.442	2	1	0.115	0.336
patient3_r1	chr2	49306451	49317450	11	1	-1.078	0.483	0	0	-10	0.08
patient3_r1	chr2	49317451	59399450	9355	6909	-0.002	0.455	2	1	-0.006	0.273
patient3_r1	chr2	59401451	76946750	15959	9249	0.059	0.444	2	1	0.171	0.315
patient3_r1	chr2	76946751	83742750	6336	4478	0.138	0.498	2	2	0.386	0.009
patient3_r1	chr2	83742751	104505550	12000	4806	0.195	0.49	2	2	0.526	0.048
patient3_r1	chr2	104505551	131707150	22573	14176	0.183	0.499	2	2	0.497	0.007
patient3_r1	chr2	131707151	176849150	41651	23303	0.157	0.499	2	2	0.433	0.007
patient3_r1	chr2	176849151	215796800	36066	15343	0.023	0.453	2	1	0.069	0.276
patient3_r1	chr2	215796801	242110100	23958	15905	0.064	0.456	2	1	0.186	0.248
patient3_r1	chr3	12351	49960450	45595	28214	0.044	0.453	2	1	0.129	0.268
patient3_r1	chr3	49961451	98094950	41479	24310	0.118	0.488	2	2	0.333	0.061
patient3_r1	chr3	98094951	118448350	18683	12996	0.181	0.497	2	2	0.492	0.016
patient3_r1	chr3	118448351	143870450	22918	12794	0.347	0.463	3	2	0.87	0.157
patient3_r1	chr3	143870451	148678450	4488	3653	0.241	0.468	3	2	0.635	0.149
patient3_r1	chr3	148678451	162004850	12284	7543	0.308	0.469	3	2	0.786	0.136
patient3_r1	chr3	162004851	169368550	6728	4826	0.239	0.463	3	2	0.63	0.17
patient3_r1	chr3	169368551	198098650	25818	15524	0.331	0.462	3	2	0.835	0.162
patient3_r1	chr4	137201	57719950	50115	36413	-0.135	0.372	2	0	-0.457	0.975
patient3_r1	chr4	57719951	109593350	47597	30225	-0.159	0.374	2	0	-0.553	1.008
patient3_r1	chr4	109593351	162785150	49036	31667	-0.162	0.375	2	0	-0.565	1.003
patient3_r1	chr4	162785151	168730050	5430	5121	-0.175	0.38	2	0	-0.616	0.994
patient3_r1	chr4	168730051	168824050	86	123	0.232	0.297	4	0	0.616	0.947
patient3_r1	chr4	168825051	190037450	19368	14215	-0.157	0.375	2	0	-0.543	0.993
patient3_r1	chr5	43851	18831200	17032	13965	0.041	0.447	2	1	0.12	0.306
patient3_r1	chr5	18831201	18866200	31	0	-1.233	NA	NA	NA	-10	NA
patient3_r1	chr5	18866201	30769050	10773	7305	-0.054	0.448	2	1	-0.172	0.343
patient3_r1	chr5	30769051	69532250	32128	19318	0.038	0.448	2	1	0.112	0.301
patient3_r1	chr5	71365251	130888950	54702	30514	-0.141	0.499	1	1	-0.481	0.006
patient3_r1	chr5	130888951	181172350	45251	29301	-0.098	0.499	1	1	-0.324	0.008
patient3_r1	chr6	148001	12044550	10773	8416	0.333	0.452	3	2	0.841	0.205
patient3_r1	chr6	12044551	31310300	17327	11009	0.187	0.498	2	2	0.507	0.007
patient3_r1	chr6	31311301	31321300	10	3	-0.751	0.487	0	0	-10	0.204
patient3_r1	chr6	31321301	57517400	23609	18727	0.187	0.488	2	2	0.508	0.059
patient3_r1	chr6	57517401	68574400	8125	5865	0.083	0.498	2	2	0.24	0.013
patient3_r1	chr6	68574401	149097550	74406	45442	-0.152	0.376	2	0	-0.524	0.977
patient3_r1	chr6	149097551	149422550	301	344	0.056	0.322	3	0	0.164	1.007
patient3_r1	chr6	149422551	158597550	8435	6311	-0.115	0.372	2	0	-0.384	0.939
patient3_r1	chr6	158597551	159126550	470	563	0.074	0.328	3	0	0.215	0.947
patient3_r1	chr6	159126551	170611150	10349	7986	-0.119	0.375	2	0	-0.398	0.924
patient3_r1	chr7	50351	65243600	54077	40341	0.029	0.446	2	1	0.087	0.314
patient3_r1	chr7	65243601	137264400	63115	35053	0.025	0.447	2	1	0.075	0.31
patient3_r1	chr7	137264401	152739850	13295	8264	0.196	0.401	3	1	0.529	0.478
patient3_r1	chr7	152741851	159333850	5657	4778	0.054	0.448	2	1	0.158	0.297
patient3_r1	chr8	206001	37280050	32193	29951	0.314	0.466	3	2	0.799	0.147
patient3_r1	chr8	37280051	49273750	8877	4157	0.343	0.459	3	2	0.861	0.174
patient3_r1	chr8	49273751	138439550	82360	45812	0.311	0.454	3	2	0.793	0.198
patient3_r1	chr8	138439551	145075350	5887	4037	0.239	0.497	2	2	0.631	0.014
patient3_r1	chr9	14001	66910350	36118	28325	0.029	0.449	2	1	0.087	0.298
patient3_r1	chr9	66938351	69198850	742	436	0.189	0.491	2	2	0.513	0.044
patient3_r1	chr9	69198851	96621850	24855	17714	-0.151	0.38	2	0	-0.519	0.942
patient3_r1	chr9	96621851	102176850	5000	3253	0.176	0.497	2	2	0.479	0.016
patient3_r1	chr9	102176851	104088850	1755	1488	0.08	0.496	2	2	0.232	0.021
patient3_r1	chr9	104088851	122013350	16561	10976	0.178	0.497	2	2	0.485	0.013
patient3_r1	chr9	122013351	134035350	10608	5759	0.351	0.445	3	2	0.879	0.232
patient3_r1	chr9	134035351	134493250	380	258	0.582	0.375	5	2	1.329	0.454
patient3_r1	chr9	134494251	138212550	3151	2439	0.354	0.45	3	2	0.885	0.212
patient3_r1	chr10	47451	28453450	25772	18246	-0.003	0.428	2	1	-0.008	0.437
patient3_r1	chr10	28453451	35858450	6721	3734	0.043	0.443	2	1	0.126	0.325
patient3_r1	chr10	35858451	39578900	2948	856	-0.053	0.419	2	1	-0.167	0.536
patient3_r1	chr10	41714651	73704500	27092	18960	0.079	0.469	2	1	0.228	0.172
patient3_r1	chr10	73704501	81080500	6558	3120	0.14	0.47	2	2	0.39	0.153
patient3_r1	chr10	81080501	90756500	8665	6049	0.083	0.466	2	1	0.238	0.186
patient3_r1	chr10	90756501	133622150	39138	23414	0.12	0.47	2	2	0.338	0.157
patient3_r1	chr11	197251	59641000	50287	37731	-0.063	0.355	3	0	-0.2	0.97
patient3_r1	chr11	59641001	64999150	4629	1593	0.08	0.325	3	0	0.23	0.962
patient3_r1	chr11	64999151	68512150	2973	1084	-0.023	0.343	3	0	-0.072	0.988
patient3_r1	chr11	68512151	88792600	18372	10733	-0.052	0.356	3	0	-0.164	0.947
patient3_r1	chr11	88792601	106919350	16406	8731	-0.096	0.362	2	0	-0.316	0.979
patient3_r1	chr11	106919351	135075250	26046	15557	-0.043	0.358	3	0	-0.134	0.922
patient3_r1	chr12	78551	32257600	28604	18836	-0.123	0.498	1	1	-0.412	0.011
patient3_r1	chr12	32257601	32808600	492	513	0.072	0.442	2	1	0.208	0.324
patient3_r1	chr12	32808601	56480350	19000	11646	-0.123	0.498	1	1	-0.411	0.017
patient3_r1	chr12	56481351	59351350	2531	1393	0.07	0.447	2	1	0.203	0.294
patient3_r1	chr12	59351351	92880800	30957	16242	0.004	0.447	2	1	0.011	0.319
patient3_r1	chr12	92880801	133248950	36258	23015	0.068	0.446	2	1	0.198	0.301
patient3_r1	chr13	18455101	32252100	12380	9497	0.057	0.442	2	1	0.166	0.326
patient3_r1	chr13	32252101	32311100	54	5	0.601	0.468	4	3	1.364	0.114
patient3_r1	chr13	32311101	53592100	19539	11625	0.049	0.446	2	1	0.146	0.31
patient3_r1	chr13	53592101	84116500	28344	17624	-0.018	0.448	2	1	-0.054	0.322
patient3_r1	chr13	84116501	94132500	9294	6371	0.08	0.411	3	1	0.23	0.49
patient3_r1	chr13	94132501	101046500	6378	4549	0.215	0.403	3	1	0.576	0.461
patient3_r1	chr13	101046501	114351950	12107	7961	0.177	0.405	3	1	0.483	0.466
patient3_r1	chr14	19960301	40547450	18105	12700	0.181	0.499	2	2	0.493	0.006
patient3_r1	chr14	40547451	49072250	7771	5524	0.108	0.494	2	2	0.306	0.03
